,State,CountyName,ZHVI 2003,ZHVI 2008,ZHVI 2013,ZHVI 2018,ZHVI 2019,ZHVI 2020,ZHVI 2021,ZHVI 2022,ZHVI 2023_x,ZHVF 2024-02-29,ZHVF 2024-04-30,ZHVF 2025-01-31_x,ZORI 2018,ZORI 2019,ZORI 2020,ZORI 2021,ZORI 2022,ZORI 2023_x,SizeRankMSA,Sale Listings 2019,Sale Listings 2020,Sale Listings 2021,Sale Listings 2022,Sale Listings 2023,Sales 2013,Sales 2018,Sales 2019,Sales 2020,Sales 2021,Sales 2022,Sales 2023,Days on Market 2019,Days on Market 2020,Days on Market 2021,Days on Market 2022,Days on Market 2023,New Construction 2018,New Construction 2019,New Construction 2020,New Construction 2021,New Construction 2022,New Construction 2023,Transit Rank,Transit Score_x,Transit TCI,Transit Routes,Transit Shed (sq mi),Transit percentage,Unnamed: 0,STATEFP,COUNTYFP,NatWalkInd_x,1yr pct change ZHVI,2yr pct change ZHVI,3yr pct change ZHVI_x,1yr pct change ZORI,2yr pct change ZORI,3yr pct change ZORI_x,1yr pct change Sales,2yr pct change Sales,3yr pct change Sales_x,1yr pct change Sale Listings,2yr pct change Sale Listings,3yr pct change Sale Listings_x,1yr pct change Days on Market,2yr pct change Days on Market,3yr pct change Days on Market_x,1yr pct change New Construction,2yr pct change New Construction,3yr pct change New Construction_x,ZORI 2023_y,ZHVI 2023_y,ZHVF 2025-01-31_y,Transit Score_y,NatWalkInd_y,3yr pct change ZHVI_y,3yr pct change ZORI_y,3yr pct change Sale Listings_y,3yr pct change Sales_y,3yr pct change Days on Market_y,3yr pct change New Construction_y,km2cluster_x,km3cluster_x,km4cluster_x,km5cluster_x,km6cluster_x,km7cluster_x,km8cluster_x,km9cluster_x,km10cluster_x,agg2cluster_x,agg3cluster_x,agg4cluster_x,agg5cluster_x,agg6cluster_x,agg7cluster_x,agg8cluster_x,agg9cluster_x,agg10cluster_x,ZORI 2023,ZHVI 2023,ZHVF 2025-01-31,Transit Score,NatWalkInd,3yr pct change ZHVI,3yr pct change ZORI,3yr pct change Sale Listings,3yr pct change Sales,3yr pct change Days on Market,3yr pct change New Construction,km2cluster_y,km3cluster_y,km4cluster_y,km5cluster_y,km6cluster_y,km7cluster_y,km8cluster_y,km9cluster_y,km10cluster_y,agg2cluster_y,agg3cluster_y,agg4cluster_y,agg5cluster_y,agg6cluster_y,agg7cluster_y,agg8cluster_y,agg9cluster_y,agg10cluster_y
408,NE,Douglas County,132470.837799952,143586.10106922852,139753.5257675318,184325.4450048675,194013.5958922062,208951.06629673298,239016.14918902147,265538.6155713187,278593.46085653,0.34838709677419355,1.5032258064516129,4.535483870967742,865.0234861117185,926.2334697691382,971.1579165583287,1107.6356628898498,1214.7213370203442,1320.8477962501743,59.0,3360.5833333333335,2611.5833333333335,2156.0,1920.25,1815.0833333333333,1150.0833333333333,1270.3333333333333,1142.75,1231.25,1339.1666666666667,1085.5,868.6666666666666,51.75,42.0,18.25,17.333333333333332,21.583333333333332,156.0,122.66666666666667,144.33333333333334,153.66666666666666,144.91666666666666,147.5,1090.0,4.7,3.9,3.0,16.0,0.015,21518.0,31.0,55.0,11.835345405826962,0.056445403901483476,0.16991898695496882,0.3510567788181437,0.07209739827127531,0.15574999977980566,0.2567465397432394,-0.1997543374788884,-0.3513378967019291,-0.2944839255499154,-0.054767174413053905,-0.15812461348175638,-0.3049873958964869,0.2451923076923077,0.18264840182648395,-0.48611111111111116,0.01782633697527321,-0.04013015184381773,0.02193995381062349,1320.8477962501743,278593.46085653,4.535483870967742,4.7,11.835345405826962,0.3510567788181437,0.2567465397432394,-0.3049873958964869,-0.2944839255499154,-0.48611111111111116,0.02193995381062349,1,2,0,3,0,1,7,4,9,0,0,1,1,1,1,1,0,4,1320.8477962501743,278593.46085653,4.535483870967742,4.7,11.835345405826962,0.3510567788181437,0.2567465397432394,-0.3049873958964869,-0.2944839255499154,-0.48611111111111116,0.02193995381062349,1,2,0,3,0,1,7,4,9,0,0,1,1,1,1,1,0,4
410,IL,DuPage County,285650.54937249975,341431.7545442383,267930.6200476519,326459.0237034544,329795.7619995134,333977.645741864,361030.1416788541,387852.78471409663,402794.9859311979,0.5166666666666667,1.5277777777777777,2.9305555555555554,1493.0770925381576,1677.6539538597203,1498.3830170416302,1643.5959148380073,1819.8831861820386,1962.6430561624074,3.0,46230.833333333336,39675.416666666664,34665.416666666664,27521.666666666668,22391.333333333332,11788.583333333334,13143.833333333334,12511.666666666666,13091.166666666666,16160.916666666666,11307.75,8556.416666666666,61.583333333333336,57.166666666666664,35.666666666666664,31.75,34.083333333333336,434.0833333333333,416.0833333333333,430.75,480.4166666666667,485.3333333333333,427.75,1656.9,3.39,2.35,2.6,18.0,0.0712,3996.0,17.0,43.0,10.533495407878444,0.03840325103114126,0.1160956162213253,0.20859448445095818,0.07242137120623017,0.16495661362114625,0.23152721476387644,-0.24331395134605327,-0.4705488034403989,-0.34639769819343835,-0.18641070671592086,-0.35407286320420206,-0.4356370968588862,0.07349081364829403,-0.044392523364485854,-0.40379008746355677,-0.118646978021978,-0.10962705984388556,-0.006964596633778294,1962.6430561624074,402794.9859311979,2.9305555555555554,3.39,10.533495407878444,0.20859448445095818,0.23152721476387644,-0.4356370968588862,-0.34639769819343835,-0.40379008746355677,-0.006964596633778294,0,2,0,1,4,6,4,2,9,0,0,1,1,1,1,1,0,3,1962.6430561624074,402794.9859311979,2.9305555555555554,3.39,10.533495407878444,0.20859448445095818,0.23152721476387644,-0.4356370968588862,-0.34639769819343835,-0.40379008746355677,-0.006964596633778294,0,2,0,1,4,6,4,2,9,0,0,1,1,1,1,1,0,3
415,NC,Durham County,165571.52352155533,186915.5668976161,164180.01298362692,238148.04280287816,253995.8455608458,272725.359293995,320354.4256738668,388106.26506868814,393602.63154034154,0.07500000000000001,0.8,4.725,1163.58908468281,1219.3348029027825,1255.2843647351135,1380.2250257337535,1566.8036029534442,1641.3520733835692,95.0,1970.4166666666667,1618.8333333333333,1148.0833333333333,1301.25,1302.9166666666667,645.1666666666666,854.25,860.1666666666666,865.4166666666666,1022.5833333333334,861.0,655.5833333333334,39.75,36.25,18.916666666666668,20.666666666666668,31.166666666666668,156.0,109.16666666666667,141.33333333333334,231.58333333333334,210.66666666666666,183.0,1042.0,4.8,3.2,7.0,17.0,0.047,25581.0,37.0,63.0,10.627450980078432,0.01413433636399913,0.23036560318530813,0.44683218233012734,0.0486628126300597,0.19051118790614732,0.3084209893675235,-0.23857917150600072,-0.35889495558634177,-0.24246509388541157,0.0012808197246238174,0.13486245191260812,-0.1951508287861628,0.5080645161290323,0.6475770925110131,-0.14022988505747122,-0.13132911392405058,-0.20978769341489747,0.2948113207547169,1641.3520733835692,393602.63154034154,4.725,4.8,10.627450980078432,0.44683218233012734,0.3084209893675235,-0.1951508287861628,-0.24246509388541157,-0.14022988505747122,0.2948113207547169,1,1,3,2,0,3,5,0,1,0,2,0,0,0,5,2,2,2,1641.3520733835692,393602.63154034154,4.725,4.8,10.627450980078432,0.44683218233012734,0.3084209893675235,-0.1951508287861628,-0.24246509388541157,-0.14022988505747122,0.2948113207547169,1,1,3,2,0,3,5,0,1,0,2,0,0,0,5,2,2,2
416,FL,Duval County,126974.90075550959,179048.09343711002,123108.69112536653,187303.73307659285,199223.58888236593,210829.6286971543,247788.2554051805,305078.76775894087,309805.18677581527,0.3903225806451613,1.0258064516129033,4.561290322580645,1146.4062082132577,1185.1270042250167,1236.826192398824,1436.5927420540502,1641.960199402471,1693.3667225042088,40.0,9800.166666666666,7892.833333333333,5753.916666666667,6168.25,7272.5,2035.5833333333333,2666.6666666666665,2674.5833333333335,2858.75,3776.0,2904.25,2119.25,62.833333333333336,50.833333333333336,22.25,24.416666666666668,53.916666666666664,573.25,513.75,555.1666666666666,561.75,598.1666666666666,605.1666666666666,1451.4333333333334,3.8266666666666667,2.306666666666666,3.0,17.733333333333334,0.020533333333333334,2557.0,12.0,31.0,11.408843537422449,0.012907009813545022,0.24679463377004562,0.47463350025956413,0.031478149651752274,0.18034155149564202,0.35200862584233034,-0.2702935353361453,-0.4387579449152542,-0.2586794927853083,0.17902160256150448,0.2639216765391689,-0.07859450556411932,1.2081911262798632,1.4232209737827715,0.06065573770491794,0.011702424073558095,0.07728823616674077,0.09006304413089163,1693.3667225042088,309805.18677581527,4.561290322580645,3.8266666666666667,11.408843537422449,0.47463350025956413,0.35200862584233034,-0.07859450556411932,-0.2586794927853083,0.06065573770491794,0.09006304413089163,1,1,3,2,5,3,5,0,1,0,2,0,0,0,5,2,2,2,1693.3667225042088,309805.18677581527,4.561290322580645,3.8266666666666667,11.408843537422449,0.47463350025956413,0.35200862584233034,-0.07859450556411932,-0.2586794927853083,0.06065573770491794,0.09006304413089163,1,1,3,2,5,3,5,0,1,0,2,0,0,0,5,2,2,2
418,LA,East Baton Rouge Parish,126095.3536976316,172061.9223814468,147343.15275637637,171035.85717970855,175655.84137223515,180470.725161496,188387.47942746565,202829.26553865633,206410.7097589822,-0.039999999999999994,0.355,0.11000000000000001,1145.6125125818364,1114.3839121170554,1129.9092396446067,1218.697238184577,1314.769117171326,1322.7316663247802,66.0,5216.416666666667,4336.666666666667,2824.8333333333335,2110.25,2422.0,748.5,927.75,926.1666666666666,1030.6666666666667,1218.0,901.25,702.0833333333334,100.0,80.66666666666667,44.583333333333336,27.166666666666668,45.75,65.33333333333333,75.25,152.25,214.83333333333334,206.08333333333334,144.83333333333334,1209.4444444444443,4.433333333333334,2.8499999999999996,3.888888888888889,20.22222222222222,0.0275,12286.0,22.0,33.0,7.140264026415841,0.008227095094303642,0.07880481385933467,0.12652172888808774,0.01347479968666663,0.09371700725180114,0.1736816747424849,-0.22098936662043453,-0.4235769020251779,-0.3188065976714101,0.14773131145598864,-0.142604283438551,-0.4415065334358187,0.6840490797546012,0.026168224299065363,-0.4328512396694215,-0.2972098665588354,-0.32583397982932505,-0.04871373836891072,1322.7316663247802,206410.7097589822,0.11000000000000001,4.433333333333334,7.140264026415841,0.12652172888808774,0.1736816747424849,-0.4415065334358187,-0.3188065976714101,-0.4328512396694215,-0.04871373836891072,0,2,0,1,4,6,4,2,8,0,0,1,1,1,1,1,0,3,1322.7316663247802,206410.7097589822,0.11000000000000001,4.433333333333334,7.140264026415841,0.12652172888808774,0.1736816747424849,-0.4415065334358187,-0.3188065976714101,-0.4328512396694215,-0.04871373836891072,0,2,0,1,4,6,4,2,8,0,0,1,1,1,1,1,0,3
426,CO,El Paso County,190507.35783351678,219117.118115222,221816.85750739946,312365.04431457986,332678.59607276093,360594.2499572764,423542.77015427244,482466.0591700255,471663.0820082268,-0.04242424242424243,0.4636363636363637,2.918181818181818,1206.5554810923088,1332.7896511733625,1380.8568353012256,1563.200773619609,1808.3467521133828,1876.9784274634596,80.0,3214.5,3038.9166666666665,2175.0833333333335,2606.9166666666665,2627.0,950.25,1421.4166666666667,1402.0833333333333,1488.75,1655.25,1316.4166666666667,951.25,35.25,40.083333333333336,18.5,21.166666666666668,37.583333333333336,179.5,97.83333333333333,135.5,166.16666666666666,149.25,100.5,1887.9583333333333,2.8541666666666665,2.3666666666666667,2.7916666666666665,10.416666666666666,0.011416666666666667,1957.0,8.0,41.0,11.11369863020822,-0.022666587328043396,0.11317744585734224,0.3073910123189958,0.03703011554605081,0.13106361639392888,0.26143321360797006,-0.27739444198265495,-0.42531339676785984,-0.3610411418975651,0.007703864718856945,0.2077698172483812,-0.13554720706392076,0.7755905511811024,1.0315315315315317,-0.06237006237006237,-0.32663316582914576,-0.39518555667001,-0.25830258302583026,1876.9784274634596,471663.0820082268,2.918181818181818,2.8541666666666665,11.11369863020822,0.3073910123189958,0.26143321360797006,-0.13554720706392076,-0.3610411418975651,-0.06237006237006237,-0.25830258302583026,0,2,1,0,3,2,4,5,7,0,0,2,2,2,0,7,7,7,1876.9784274634596,471663.0820082268,2.918181818181818,2.8541666666666665,11.11369863020822,0.3073910123189958,0.26143321360797006,-0.13554720706392076,-0.3610411418975651,-0.06237006237006237,-0.25830258302583026,0,2,1,0,3,2,4,5,7,0,0,2,2,2,0,7,7,7
440,MA,Essex County,337659.7243262355,345295.54240108735,335620.4692190738,451798.30563042837,464117.0266273326,491744.4143337272,567107.6673240175,624067.4075761698,651083.5997656696,0.3166666666666667,1.2333333333333332,3.2952380952380955,1966.476590971263,1763.1790522540684,1800.4284655100341,1946.8129652152456,2266.7638224768734,2407.4126896085527,10.0,14188.333333333334,11396.583333333334,10055.75,9225.75,7507.833333333333,4718.166666666667,5121.416666666667,5144.333333333333,5239.083333333333,5809.833333333333,4741.0,3576.1666666666665,38.333333333333336,32.833333333333336,22.416666666666668,22.25,25.833333333333332,276.1666666666667,273.5833333333333,349.0833333333333,406.0,295.8333333333333,263.75,1130.7,4.8100000000000005,3.8950000000000005,5.35,14.95,0.07604999999999999,13397.0,25.0,9.0,12.147435897435898,0.04270407250608748,0.1454518279396842,0.3194389752550025,0.05911367055351397,0.18032091003458944,0.28957945962182496,-0.24569359488152992,-0.38446312286640466,-0.3174060347707137,-0.18620888997281163,-0.2533790783051157,-0.34122068748674683,0.16104868913857673,0.1524163568773233,-0.21319796954314732,-0.10845070422535204,-0.3503694581280788,-0.24444974934351868,2407.4126896085527,651083.5997656696,3.2952380952380955,4.8100000000000005,12.147435897435898,0.3194389752550025,0.28957945962182496,-0.34122068748674683,-0.3174060347707137,-0.21319796954314732,-0.24444974934351868,0,0,1,4,3,2,2,5,7,1,1,3,3,3,3,3,3,1,2407.4126896085527,651083.5997656696,3.2952380952380955,4.8100000000000005,12.147435897435898,0.3194389752550025,0.28957945962182496,-0.34122068748674683,-0.3174060347707137,-0.21319796954314732,-0.24444974934351868,0,0,1,4,3,2,2,5,7,1,1,3,3,3,3,3,3,1
446,VA,Fairfax County,345466.32729069464,450256.653003951,496259.0288608631,555731.0550919914,573180.8614353104,603559.362527519,662548.5298691782,713262.5143520378,722448.6937102014,0.19285714285714284,0.4238095238095238,2.092857142857143,1805.5721652969278,1861.9613940468614,1877.8052358698262,1953.8129328576772,2133.9032423101457,2266.137208541476,6.0,19834.666666666668,16068.75,16472.083333333332,14170.416666666666,10769.916666666666,6806.083333333333,7841.166666666667,8030.583333333333,8687.083333333334,10549.0,7845.583333333333,5721.416666666667,42.0,31.083333333333332,19.5,22.583333333333332,26.166666666666668,917.0,510.1666666666667,466.0833333333333,630.3333333333334,638.25,543.0833333333334,564.0512820512821,6.48974358974359,6.5256410256410255,8.794871794871796,30.384615384615383,0.11869230769230768,40104.0,51.0,59.0,11.851823317941447,0.014061945058795293,0.08731711911972681,0.19148050094770158,0.05281638003525527,0.15070895515823096,0.19531604283759288,-0.2707468108383697,-0.457634214933485,-0.3413880761667226,-0.2399717721779529,-0.3461715528798725,-0.3297601452093868,0.15867158671586729,0.34188034188034194,-0.15817694369973184,-0.14910562736649688,-0.1384188260179799,0.1652065081351691,2266.137208541476,722448.6937102014,2.092857142857143,6.48974358974359,11.851823317941447,0.19148050094770158,0.19531604283759288,-0.3297601452093868,-0.3413880761667226,-0.15817694369973184,0.1652065081351691,0,0,1,4,3,2,2,5,7,1,1,3,3,3,3,3,3,1,2266.137208541476,722448.6937102014,2.092857142857143,6.48974358974359,11.851823317941447,0.19148050094770158,0.19531604283759288,-0.3297601452093868,-0.3413880761667226,-0.15817694369973184,0.1652065081351691,0,0,1,4,3,2,2,5,7,1,1,3,3,3,3,3,3,1
447,CT,Fairfield County,400007.8531175815,496351.13824109826,517801.37490360864,566499.1166785028,556595.0418520608,559490.3581443384,652100.7235125744,740419.9893388898,784333.4398950011,0.4782608695652174,1.9913043478260868,4.676086956521739,2110.8261801984263,2159.707124553373,2261.201212513431,2381.7221799875792,2759.7520445106397,2837.8695823115368,60.0,6193.833333333333,5160.0,3477.5,2447.4166666666665,1871.5833333333333,1254.5,1082.4166666666667,1077.1666666666667,1422.4166666666667,1524.6666666666667,1119.3333333333333,833.1666666666666,83.25,74.16666666666667,38.833333333333336,30.5,30.833333333333332,54.0,48.666666666666664,72.66666666666667,57.083333333333336,42.833333333333336,29.75,680.7666666666667,5.989999999999999,5.663333333333333,5.7,22.566666666666666,0.13793333333333332,2273.0,9.0,1.0,10.344291539256881,0.05950075538148821,0.19094588616589075,0.3897490884449856,0.0722187165310827,0.16692053938564905,0.27349016730538384,-0.25565812983918995,-0.4535417577612593,-0.41425976917218355,-0.23528210017365248,-0.46180206086748143,-0.6372900516795866,0.010928961748633842,-0.2060085836909872,-0.5842696629213484,-0.30544747081712065,-0.4788321167883212,-0.5905963302752294,2837.8695823115368,784333.4398950011,4.676086956521739,5.989999999999999,10.344291539256881,0.3897490884449856,0.27349016730538384,-0.6372900516795866,-0.41425976917218355,-0.5842696629213484,-0.5905963302752294,0,0,2,4,1,2,2,5,6,1,1,3,3,3,3,3,3,1,2837.8695823115368,784333.4398950011,4.676086956521739,5.989999999999999,10.344291539256881,0.3897490884449856,0.27349016730538384,-0.6372900516795866,-0.41425976917218355,-0.5842696629213484,-0.5905963302752294,0,0,2,4,1,2,2,5,6,1,1,3,3,3,3,3,3,1
478,TX,Fort Bend County,149398.48225697532,172638.8294785859,177466.02171161998,228774.15406409744,237307.02896392473,246801.10598169512,279401.7478648107,328587.6127428435,335258.9149570511,0.08947368421052632,0.4947368421052632,2.378947368421053,1448.886476538947,1479.5172971349764,1508.7257924880755,1686.1398800694158,1793.028391362524,1855.9967608871643,5.0,31221.33333333333,26989.416666666668,20608.666666666668,20211.5,22046.333333333332,5505.75,6697.5,6668.75,7189.333333333332,8487.583333333334,7043.083333333332,5305.25,63.33333333333334,58.75,33.416666666666664,31.0,46.5,1563.9166666666667,1167.75,1471.0833333333333,1611.6666666666667,1921.25,1851.25,2409.5714285714284,1.4714285714285715,1.0999999999999999,1.2857142857142858,5.571428571428571,0.013857142857142858,38085.0,48.0,157.0,7.968899521617225,0.02108625359173714,0.19839160980249598,0.3568700686400583,0.03300119037719032,0.11028651216806241,0.22242062237743196,-0.24674325875267691,-0.3749398631334008,-0.262066487388724,0.09078165071040409,0.06976029502151186,-0.18314895036017212,0.5,0.3915211970074814,-0.20851063829787234,-0.03643461288223813,0.14865563598759043,0.25842632980229996,1855.9967608871643,335258.9149570511,2.378947368421053,1.4714285714285715,7.968899521617225,0.3568700686400583,0.22242062237743196,-0.18314895036017212,-0.262066487388724,-0.20851063829787234,0.25842632980229996,1,2,0,1,4,0,0,3,8,0,2,0,0,0,6,6,6,6,1855.9967608871643,335258.9149570511,2.378947368421053,1.4714285714285715,7.968899521617225,0.3568700686400583,0.22242062237743196,-0.18314895036017212,-0.262066487388724,-0.20851063829787234,0.25842632980229996,1,2,0,1,4,0,0,3,8,0,2,0,0,0,6,6,6,6
492,OH,Franklin County,131416.2710186154,140275.9855694787,122815.60973379858,179708.80259010344,192255.08551121474,209198.6545982783,239980.86701854895,266899.507345275,277376.44266975357,0.5025000000000001,1.8699999999999999,5.3375,1050.8569680376086,1093.1153654322113,1150.5709820529478,1290.2590367424575,1375.5026408538324,1453.5150396041438,32.0,6394.666666666667,4981.666666666667,4319.25,4164.75,3840.0,2203.0,2566.8333333333335,2467.75,2562.75,2941.75,2543.5833333333335,1988.0,32.0,24.583333333333332,14.583333333333334,14.916666666666666,19.833333333333332,175.66666666666666,133.75,113.33333333333333,190.0,214.83333333333334,192.41666666666666,1215.5294117647059,4.4411764705882355,3.097058823529412,3.1176470588235294,21.029411764705884,0.02505882352941177,28366.0,39.0,49.0,11.556745584360767,0.03885390347744267,0.16023322222141645,0.3517700292544737,0.05637402407760924,0.1509238213356044,0.23805711007577476,-0.21842544966091149,-0.3242117787031529,-0.2242708028485026,-0.07797586889969386,-0.1109567633269665,-0.22917363666778195,0.329608938547486,0.3599999999999999,-0.19322033898305085,-0.10434445306439108,0.012719298245613986,0.6977941176470588,1453.5150396041438,277376.44266975357,5.3375,4.4411764705882355,11.556745584360767,0.3517700292544737,0.23805711007577476,-0.22917363666778195,-0.2242708028485026,-0.19322033898305085,0.6977941176470588,1,1,3,3,0,1,7,0,1,0,2,0,0,0,5,2,2,2,1453.5150396041438,277376.44266975357,5.3375,4.4411764705882355,11.556745584360767,0.3517700292544737,0.23805711007577476,-0.22917363666778195,-0.2242708028485026,-0.19322033898305085,0.6977941176470588,1,1,3,3,0,1,7,0,1,0,2,0,0,0,5,2,2,2
499,CA,Fresno County,152995.88916355485,226218.5464036051,160455.54972914053,237771.42914853556,250540.78807323973,262609.9413101278,305388.4424839004,348812.7874459232,346745.04665273975,0.3040816326530612,1.036734693877551,3.353061224489796,1572.9992171269264,1635.9682308127021,1696.291065750564,1977.5658056894079,1851.3430746073861,1839.5624840825828,57.0,2493.75,1827.0833333333333,1533.0833333333333,1757.9166666666667,1448.75,794.5,901.1666666666666,849.3333333333334,856.5833333333334,991.9166666666666,790.8333333333334,592.25,45.416666666666664,41.25,22.666666666666668,23.583333333333332,33.25,80.33333333333333,43.666666666666664,31.083333333333332,27.0,42.166666666666664,56.75,1426.2592592592594,3.859259259259259,2.5444444444444447,3.3333333333333335,19.11111111111111,0.015851851851851853,1404.0,6.0,19.0,11.11884550066893,-0.003936809654588806,0.13937642681696166,0.32550555914738877,0.04363076748559207,0.11657661761793348,0.2985402381977247,-0.25110642781875664,-0.40292363269763914,-0.30859032979861856,-0.17587105949277085,-0.05500896885361739,-0.20706955530216645,0.40989399293286227,0.4669117647058823,-0.19393939393939397,0.3458498023715415,1.1018518518518519,0.8257372654155497,1839.5624840825828,346745.04665273975,3.353061224489796,3.859259259259259,11.11884550066893,0.32550555914738877,0.2985402381977247,-0.20706955530216645,-0.30859032979861856,-0.19393939393939397,0.8257372654155497,1,1,3,2,0,3,0,0,1,0,2,0,0,0,5,2,2,2,1839.5624840825828,346745.04665273975,3.353061224489796,3.859259259259259,11.11884550066893,0.32550555914738877,0.2985402381977247,-0.20706955530216645,-0.30859032979861856,-0.19393939393939397,0.8257372654155497,1,1,3,2,0,3,0,0,1,0,2,0,0,0,5,2,2,2
509,TX,Galveston County,120215.70415843955,151829.7998679816,145709.91164098124,208130.31833929324,216946.26869972664,231467.17948383745,267390.8541858314,314482.3849262683,313922.7668147385,0.09333333333333332,0.5800000000000001,1.96,1156.9835169606044,1202.5241751431265,1222.7510642354403,1409.1005038544831,1503.0825627213694,1571.7238118069365,5.0,31221.333333333332,26989.416666666668,20608.666666666668,20211.5,22046.333333333332,5505.75,6697.5,6668.75,7189.333333333333,8487.583333333334,7043.083333333333,5305.25,63.333333333333336,58.75,33.416666666666664,31.0,46.5,1563.9166666666667,1167.75,1471.0833333333333,1611.6666666666667,1921.25,1851.25,1827.25,2.875,1.7999999999999998,2.25,6.0,0.016,38090.0,48.0,167.0,7.878865979350516,-0.0015943469640895083,0.1678918216495299,0.3449093708799458,0.04649299820936689,0.1436496463374762,0.2647259744657493,-0.24674325875267694,-0.3749398631334008,-0.262066487388724,0.09078165071040409,0.06976029502151186,-0.18314895036017212,0.5,0.3915211970074814,-0.20851063829787234,-0.03643461288223813,0.14865563598759043,0.25842632980229996,1571.7238118069365,313922.7668147385,1.96,2.875,7.878865979350516,0.3449093708799458,0.2647259744657493,-0.18314895036017212,-0.262066487388724,-0.20851063829787234,0.25842632980229996,1,2,0,1,4,0,0,3,8,0,2,0,0,0,6,6,6,6,1571.7238118069365,313922.7668147385,1.96,2.875,7.878865979350516,0.3449093708799458,0.2647259744657493,-0.18314895036017212,-0.262066487388724,-0.20851063829787234,0.25842632980229996,1,2,0,1,4,0,0,3,8,0,2,0,0,0,6,6,6,6
587,NC,Guilford County,133683.94461561766,152042.02089495235,136973.07018320062,172235.11997934588,183429.02717742708,196888.7943116266,226550.70528366073,259537.9365768804,271855.52323484485,0.1590909090909091,0.9,4.136363636363637,1036.9458744002013,1093.3777778329882,1109.4544045848907,1258.277791573981,1322.2649981703353,1468.4151061910538,76.0,2494.75,2014.0,1900.25,1788.0,1698.333333333333,724.5833333333334,975.6666666666665,1029.5,1073.25,1329.5,1165.0833333333333,869.3333333333335,46.66666666666666,38.333333333333336,19.416666666666668,21.083333333333332,29.66666666666667,149.5,112.66666666666669,111.0,139.83333333333334,137.25,103.16666666666669,1628.0,3.5,2.1,4.0,15.0,0.01475,25590.0,37.0,81.0,7.916666666667807,0.04908610998132296,0.19950506764722215,0.38561746789640633,0.06086355254127521,0.20662934042148395,0.35464434646275905,-0.25384450325441665,-0.34612009527391246,-0.18999922354220045,-0.05014914243102167,-0.10625794851554624,-0.1567361800728236,0.40711462450592895,0.5278969957081545,-0.22608695652173916,-0.24833029751062535,-0.2622169249106079,-0.07057057057057053,1468.4151061910538,271855.52323484485,4.136363636363637,3.5,7.916666666667807,0.38561746789640633,0.35464434646275905,-0.1567361800728236,-0.18999922354220045,-0.22608695652173916,-0.07057057057057053,1,2,0,3,0,0,0,3,1,0,2,0,0,0,6,6,6,6,1468.4151061910538,271855.52323484485,4.136363636363637,3.5,7.916666666667807,0.38561746789640633,0.35464434646275905,-0.1567361800728236,-0.18999922354220045,-0.22608695652173916,-0.07057057057057053,1,2,0,3,0,0,0,3,1,0,2,0,0,0,6,6,6,6
600,OH,Hamilton County,143778.48659491254,152839.36712508427,132039.12790803984,175483.36218979082,186755.79712146922,199050.21165245655,227021.15699488274,248044.9731836829,260346.48492725185,0.5,1.5755102040816327,4.546938775510204,981.0181447843798,1035.9001593333971,1057.590233480892,1169.5941300013021,1267.0116175636883,1362.9960802300175,28.0,7460.75,5571.916666666667,5114.5,4646.25,3988.5,2504.3333333333335,3053.5,2947.3333333333335,3080.6666666666665,3517.9166666666665,3003.363636363636,2279.75,40.75,29.583333333333332,17.833333333333332,16.416666666666668,20.333333333333332,174.41666666666666,109.08333333333333,127.33333333333333,155.58333333333334,139.75,129.91666666666666,612.3428571428572,6.234285714285714,5.548571428571429,8.085714285714285,52.22857142857143,0.07497142857142858,28372.0,39.0,61.0,11.33452893347346,0.04811592237968539,0.15034280485644863,0.3373375097487842,0.07052832696017274,0.18587759934038026,0.2754575450513771,-0.2409344068771378,-0.35196020371905723,-0.25998160571304907,-0.14156577885391444,-0.22015837325251736,-0.28417809550872686,0.23857868020304554,0.14018691588785048,-0.3126760563380282,-0.0703637447823495,-0.16497054097482602,0.02028795811518321,1362.9960802300175,260346.48492725185,4.546938775510204,6.234285714285714,11.33452893347346,0.3373375097487842,0.2754575450513771,-0.28417809550872686,-0.25998160571304907,-0.3126760563380282,0.02028795811518321,1,2,0,3,0,1,7,4,9,0,0,1,1,1,1,1,0,4,1362.9960802300175,260346.48492725185,4.546938775510204,6.234285714285714,11.33452893347346,0.3373375097487842,0.2754575450513771,-0.28417809550872686,-0.25998160571304907,-0.3126760563380282,0.02028795811518321,1,2,0,3,0,1,7,4,9,0,0,1,1,1,1,1,0,4
