,state code,county code,area,state abbv
13290,24,0,Frederick city,MD
13291,24,0,Friendsville town,MD
13292,24,0,Frostburg city,MD
13293,24,0,Fruitland city,MD
13294,24,0,Funkstown town,MD
13295,24,0,Gaithersburg city,MD
13296,24,0,Galena town,MD
13297,24,0,Galestown town,MD
13298,24,0,Garrett Park town,MD
13299,24,0,Glenarden city,MD
13300,24,0,Glen Echo town,MD
13301,24,0,Goldsboro town,MD
13302,24,0,Grantsville town,MD
13303,24,0,Greenbelt city,MD
13304,24,0,Greensboro town,MD
13305,24,0,Hagerstown city,MD
13306,24,0,Hampstead town,MD
13307,24,0,Hancock town,MD
13308,24,0,Havre de Grace city,MD
13309,24,0,Hebron town,MD
13310,24,0,Henderson town,MD
13311,24,0,Highland Beach town,MD
13312,24,0,Hillsboro town,MD
13313,24,0,Hurlock town,MD
13314,24,0,Hyattsville city,MD
13315,24,0,Indian Head town,MD
13316,24,0,Keedysville town,MD
13317,24,0,Kensington town,MD
13318,24,0,Kitzmiller town,MD
13319,24,0,Landover Hills town,MD
13320,24,0,La Plata town,MD
13321,24,0,Laurel city,MD
13322,24,0,Laytonsville town,MD
13323,24,0,Leonardtown town,MD
13324,24,0,Loch Lynn Heights town,MD
13325,24,0,Lonaconing town,MD
13326,24,0,Luke town,MD
13327,24,0,Manchester town,MD
13328,24,0,Mardela Springs town,MD
13329,24,0,Martin's Additions village,MD
13330,24,0,Marydel town,MD
13331,24,0,Middletown town,MD
13332,24,0,Midland town,MD
13333,24,0,Millington town,MD
13334,24,0,Morningside town,MD
13335,24,0,Mountain Lake Park town,MD
13336,24,0,Mount Airy town,MD
13337,24,0,Mount Rainier city,MD
13338,24,0,Myersville town,MD
13339,24,0,New Carrollton city,MD
13340,24,0,New Market town,MD
13341,24,0,New Windsor town,MD
13342,24,0,North Beach town,MD
13343,24,0,North Brentwood town,MD
13344,24,0,North Chevy Chase village,MD
13345,24,0,North East town,MD
13346,24,0,Oakland town,MD
13347,24,0,Ocean City town,MD
13348,24,0,Oxford town,MD
13349,24,0,Perryville town,MD
13350,24,0,Pittsville town,MD
13351,24,0,Pocomoke City city,MD
13352,24,0,Poolesville town,MD
13353,24,0,Port Deposit town,MD
13354,24,0,Port Tobacco Village town,MD
13355,24,0,Preston town,MD
13356,24,0,Princess Anne town,MD
13357,24,0,Queen Anne town,MD
13358,24,0,Queenstown town,MD
13359,24,0,Ridgely town,MD
13360,24,0,Rising Sun town,MD
13361,24,0,Riverdale Park town,MD
13362,24,0,Rock Hall town,MD
13363,24,0,Rockville city,MD
13364,24,0,Rosemont village,MD
13365,24,0,St. Michaels town,MD
13366,24,0,Salisbury city,MD
13367,24,0,Seat Pleasant city,MD
13368,24,0,Secretary town,MD
13369,24,0,Sharpsburg town,MD
13370,24,0,Sharptown town,MD
13371,24,0,Smithsburg town,MD
13372,24,0,Snow Hill town,MD
13373,24,0,Somerset town,MD
13374,24,0,Sudlersville town,MD
13375,24,0,Sykesville town,MD
13376,24,0,Takoma Park city,MD
13377,24,0,Taneytown city,MD
13378,24,0,Templeville town,MD
13379,24,0,Thurmont town,MD
13380,24,0,Trappe town,MD
13381,24,0,Union Bridge town,MD
13382,24,0,University Park town,MD
13383,24,0,Upper Marlboro town,MD
13384,24,0,Vienna town,MD
13385,24,0,Walkersville town,MD
13386,24,0,Washington Grove town,MD
13387,24,0,Westernport town,MD
13388,24,0,Westminster city,MD
13389,24,0,Willards town,MD
13390,24,0,Williamsport town,MD
13391,24,0,Woodsboro town,MD
13392,25,0,Massachusetts,MA
13393,25,1,Barnstable County,MA
13394,25,3,Berkshire County,MA
13395,25,5,Bristol County,MA
13396,25,7,Dukes County,MA
13397,25,9,Essex County,MA
13398,25,11,Franklin County,MA
13399,25,13,Hampden County,MA
13400,25,15,Hampshire County,MA
13401,25,17,Middlesex County,MA
13402,25,19,Nantucket County,MA
13403,25,21,Norfolk County,MA
13404,25,23,Plymouth County,MA
13405,25,25,Suffolk County,MA
13406,25,27,Worcester County,MA
13407,25,1,Barnstable Town city,MA
13408,25,1,Bourne town,MA
13409,25,1,Brewster town,MA
13410,25,1,Chatham town,MA
13411,25,1,Dennis town,MA
13412,25,1,Eastham town,MA
13413,25,1,Falmouth town,MA
13414,25,1,Harwich town,MA
13415,25,1,Mashpee town,MA
13416,25,1,Orleans town,MA
13417,25,1,Provincetown town,MA
13418,25,1,Sandwich town,MA
13419,25,1,Truro town,MA
13420,25,1,Wellfleet town,MA
13421,25,1,Yarmouth town,MA
13422,25,3,Adams town,MA
13423,25,3,Alford town,MA
13424,25,3,Becket town,MA
13425,25,3,Cheshire town,MA
13426,25,3,Clarksburg town,MA
13427,25,3,Dalton town,MA
13428,25,3,Egremont town,MA
13429,25,3,Florida town,MA
13430,25,3,Great Barrington town,MA
13431,25,3,Hancock town,MA
13432,25,3,Hinsdale town,MA
13433,25,3,Lanesborough town,MA
13434,25,3,Lee town,MA
13435,25,3,Lenox town,MA
13436,25,3,Monterey town,MA
13437,25,3,Mount Washington town,MA
13438,25,3,New Ashford town,MA
13439,25,3,New Marlborough town,MA
13440,25,3,North Adams city,MA
13441,25,3,Otis town,MA
13442,25,3,Peru town,MA
13443,25,3,Pittsfield city,MA
13444,25,3,Richmond town,MA
13445,25,3,Sandisfield town,MA
13446,25,3,Savoy town,MA
13447,25,3,Sheffield town,MA
13448,25,3,Stockbridge town,MA
13449,25,3,Tyringham town,MA
13450,25,3,Washington town,MA
13451,25,3,West Stockbridge town,MA
13452,25,3,Williamstown town,MA
13453,25,3,Windsor town,MA
13454,25,5,Acushnet town,MA
13455,25,5,Attleboro city,MA
13456,25,5,Berkley town,MA
13457,25,5,Dartmouth town,MA
13458,25,5,Dighton town,MA
13459,25,5,Easton town,MA
13460,25,5,Fairhaven town,MA
13461,25,5,Fall River city,MA
13462,25,5,Freetown town,MA
13463,25,5,Mansfield town,MA
13464,25,5,New Bedford city,MA
13465,25,5,North Attleborough town,MA
13466,25,5,Norton town,MA
13467,25,5,Raynham town,MA
13468,25,5,Rehoboth town,MA
13469,25,5,Seekonk town,MA
13470,25,5,Somerset town,MA
13471,25,5,Swansea town,MA
13472,25,5,Taunton city,MA
13473,25,5,Westport town,MA
13474,25,7,Aquinnah town,MA
13475,25,7,Chilmark town,MA
13476,25,7,Edgartown town,MA
13477,25,7,Gosnold town,MA
13478,25,7,Oak Bluffs town,MA
13479,25,7,Tisbury town,MA
13480,25,7,West Tisbury town,MA
13481,25,9,Amesbury Town city,MA
13482,25,9,Andover town,MA
13483,25,9,Beverly city,MA
13484,25,9,Boxford town,MA
13485,25,9,Danvers town,MA
13486,25,9,Essex town,MA
13487,25,9,Georgetown town,MA
13488,25,9,Gloucester city,MA
13489,25,9,Groveland town,MA
13490,25,9,Hamilton town,MA
13491,25,9,Haverhill city,MA
13492,25,9,Ipswich town,MA
13493,25,9,Lawrence city,MA
13494,25,9,Lynn city,MA
13495,25,9,Lynnfield town,MA
13496,25,9,Manchester-by-the-Sea town,MA
13497,25,9,Marblehead town,MA
13498,25,9,Merrimac town,MA
13499,25,9,Methuen Town city,MA
13500,25,9,Middleton town,MA
13501,25,9,Nahant town,MA
13502,25,9,Newbury town,MA
13503,25,9,Newburyport city,MA
13504,25,9,North Andover town,MA
13505,25,9,Peabody city,MA
13506,25,9,Rockport town,MA
13507,25,9,Rowley town,MA
13508,25,9,Salem city,MA
13509,25,9,Salisbury town,MA
13510,25,9,Saugus town,MA
13511,25,9,Swampscott town,MA
13512,25,9,Topsfield town,MA
13513,25,9,Wenham town,MA
13514,25,9,West Newbury town,MA
13515,25,11,Ashfield town,MA
13516,25,11,Bernardston town,MA
13517,25,11,Buckland town,MA
13518,25,11,Charlemont town,MA
13519,25,11,Colrain town,MA
13520,25,11,Conway town,MA
13521,25,11,Deerfield town,MA
13522,25,11,Erving town,MA
13523,25,11,Gill town,MA
13524,25,11,Greenfield Town city,MA
13525,25,11,Hawley town,MA
13526,25,11,Heath town,MA
13527,25,11,Leverett town,MA
13528,25,11,Leyden town,MA
13529,25,11,Monroe town,MA
13530,25,11,Montague town,MA
13531,25,11,New Salem town,MA
13532,25,11,Northfield town,MA
13533,25,11,Orange town,MA
13534,25,11,Rowe town,MA
13535,25,11,Shelburne town,MA
13536,25,11,Shutesbury town,MA
13537,25,11,Sunderland town,MA
13538,25,11,Warwick town,MA
13539,25,11,Wendell town,MA
13540,25,11,Whately town,MA
13541,25,13,Agawam Town city,MA
13542,25,13,Blandford town,MA
13543,25,13,Brimfield town,MA
13544,25,13,Chester town,MA
13545,25,13,Chicopee city,MA
13546,25,13,East Longmeadow town,MA
13547,25,13,Granville town,MA
13548,25,13,Hampden town,MA
13549,25,13,Holland town,MA
13550,25,13,Holyoke city,MA
13551,25,13,Longmeadow town,MA
13552,25,13,Ludlow town,MA
13553,25,13,Monson town,MA
13554,25,13,Montgomery town,MA
13555,25,13,Palmer Town city,MA
13556,25,13,Russell town,MA
13557,25,13,Southwick town,MA
13558,25,13,Springfield city,MA
13559,25,13,Tolland town,MA
13560,25,13,Wales town,MA
13561,25,13,Westfield city,MA
13562,25,13,West Springfield Town city,MA
13563,25,13,Wilbraham town,MA
13564,25,15,Amherst town,MA
13565,25,15,Belchertown town,MA
13566,25,15,Chesterfield town,MA
13567,25,15,Cummington town,MA
13568,25,15,Easthampton Town city,MA
13569,25,15,Goshen town,MA
13570,25,15,Granby town,MA
13571,25,15,Hadley town,MA
13572,25,15,Hatfield town,MA
13573,25,15,Huntington town,MA
13574,25,15,Middlefield town,MA
13575,25,15,Northampton city,MA
13576,25,15,Pelham town,MA
13577,25,15,Plainfield town,MA
13578,25,15,Southampton town,MA
13579,25,15,South Hadley town,MA
13580,25,15,Ware town,MA
13581,25,15,Westhampton town,MA
13582,25,15,Williamsburg town,MA
13583,25,15,Worthington town,MA
13584,25,17,Acton town,MA
13585,25,17,Arlington town,MA
13586,25,17,Ashby town,MA
13587,25,17,Ashland town,MA
13588,25,17,Ayer town,MA
13589,25,17,Bedford town,MA
13590,25,17,Belmont town,MA
13591,25,17,Billerica town,MA
13592,25,17,Boxborough town,MA
13593,25,17,Burlington town,MA
13594,25,17,Cambridge city,MA
13595,25,17,Carlisle town,MA
13596,25,17,Chelmsford town,MA
13597,25,17,Concord town,MA
13598,25,17,Dracut town,MA
13599,25,17,Dunstable town,MA
13600,25,17,Everett city,MA
13601,25,17,Framingham city,MA
13602,25,17,Groton town,MA
13603,25,17,Holliston town,MA
13604,25,17,Hopkinton town,MA
13605,25,17,Hudson town,MA
13606,25,17,Lexington town,MA
13607,25,17,Lincoln town,MA
13608,25,17,Littleton town,MA
13609,25,17,Lowell city,MA
13610,25,17,Malden city,MA
13611,25,17,Marlborough city,MA
13612,25,17,Maynard town,MA
13613,25,17,Medford city,MA
13614,25,17,Melrose city,MA
13615,25,17,Natick town,MA
13616,25,17,Newton city,MA
13617,25,17,North Reading town,MA
13618,25,17,Pepperell town,MA
13619,25,17,Reading town,MA
13620,25,17,Sherborn town,MA
13621,25,17,Shirley town,MA
13622,25,17,Somerville city,MA
13623,25,17,Stoneham town,MA
13624,25,17,Stow town,MA
13625,25,17,Sudbury town,MA
13626,25,17,Tewksbury town,MA
13627,25,17,Townsend town,MA
13628,25,17,Tyngsborough town,MA
13629,25,17,Wakefield town,MA
13630,25,17,Waltham city,MA
13631,25,17,Watertown Town city,MA
13632,25,17,Wayland town,MA
13633,25,17,Westford town,MA
13634,25,17,Weston town,MA
13635,25,17,Wilmington town,MA
13636,25,17,Winchester town,MA
13637,25,17,Woburn city,MA
13638,25,19,Nantucket town,MA
13639,25,21,Avon town,MA
13640,25,21,Bellingham town,MA
13641,25,21,Braintree Town city,MA
13642,25,21,Brookline town,MA
13643,25,21,Canton town,MA
13644,25,21,Cohasset town,MA
13645,25,21,Dedham town,MA
13646,25,21,Dover town,MA
13647,25,21,Foxborough town,MA
13648,25,21,Franklin Town city,MA
13649,25,21,Holbrook town,MA
13650,25,21,Medfield town,MA
13651,25,21,Medway town,MA
13652,25,21,Millis town,MA
13653,25,21,Milton town,MA
13654,25,21,Needham town,MA
13655,25,21,Norfolk town,MA
13656,25,21,Norwood town,MA
13657,25,21,Plainville town,MA
13658,25,21,Quincy city,MA
13659,25,21,Randolph Town city,MA
13660,25,21,Sharon town,MA
13661,25,21,Stoughton town,MA
13662,25,21,Walpole town,MA
13663,25,21,Wellesley town,MA
13664,25,21,Westwood town,MA
13665,25,21,Weymouth Town city,MA
13666,25,21,Wrentham town,MA
13667,25,23,Abington town,MA
13668,25,23,Bridgewater Town city,MA
13669,25,23,Brockton city,MA
13670,25,23,Carver town,MA
13671,25,23,Duxbury town,MA
13672,25,23,East Bridgewater town,MA
13673,25,23,Halifax town,MA
13674,25,23,Hanover town,MA
13675,25,23,Hanson town,MA
13676,25,23,Hingham town,MA
13677,25,23,Hull town,MA
13678,25,23,Kingston town,MA
13679,25,23,Lakeville town,MA
13680,25,23,Marion town,MA
13681,25,23,Marshfield town,MA
13682,25,23,Mattapoisett town,MA
13683,25,23,Middleborough town,MA
13684,25,23,Norwell town,MA
13685,25,23,Pembroke town,MA
13686,25,23,Plymouth town,MA
13687,25,23,Plympton town,MA
13688,25,23,Rochester town,MA
13689,25,23,Rockland town,MA
13690,25,23,Scituate town,MA
13691,25,23,Wareham town,MA
13692,25,23,West Bridgewater town,MA
13693,25,23,Whitman town,MA
13694,25,25,Boston city,MA
13695,25,25,Chelsea city,MA
13696,25,25,Revere city,MA
13697,25,25,Winthrop Town city,MA
13698,25,27,Ashburnham town,MA
13699,25,27,Athol town,MA
13700,25,27,Auburn town,MA
13701,25,27,Barre town,MA
13702,25,27,Berlin town,MA
13703,25,27,Blackstone town,MA
13704,25,27,Bolton town,MA
13705,25,27,Boylston town,MA
13706,25,27,Brookfield town,MA
13707,25,27,Charlton town,MA
13708,25,27,Clinton town,MA
13709,25,27,Douglas town,MA
13710,25,27,Dudley town,MA
13711,25,27,East Brookfield town,MA
13712,25,27,Fitchburg city,MA
13713,25,27,Gardner city,MA
13714,25,27,Grafton town,MA
13715,25,27,Hardwick town,MA
13716,25,27,Harvard town,MA
13717,25,27,Holden town,MA
13718,25,27,Hopedale town,MA
13719,25,27,Hubbardston town,MA
13720,25,27,Lancaster town,MA
13721,25,27,Leicester town,MA
13722,25,27,Leominster city,MA
13723,25,27,Lunenburg town,MA
13724,25,27,Mendon town,MA
13725,25,27,Milford town,MA
13726,25,27,Millbury town,MA
13727,25,27,Millville town,MA
13728,25,27,New Braintree town,MA
13729,25,27,Northborough town,MA
13730,25,27,Northbridge town,MA
13731,25,27,North Brookfield town,MA
13732,25,27,Oakham town,MA
13733,25,27,Oxford town,MA
13734,25,27,Paxton town,MA
13735,25,27,Petersham town,MA
13736,25,27,Phillipston town,MA
13737,25,27,Princeton town,MA
13738,25,27,Royalston town,MA
13739,25,27,Rutland town,MA
13740,25,27,Shrewsbury town,MA
13741,25,27,Southborough town,MA
13742,25,27,Southbridge Town city,MA
13743,25,27,Spencer town,MA
13744,25,27,Sterling town,MA
13745,25,27,Sturbridge town,MA
13746,25,27,Sutton town,MA
13747,25,27,Templeton town,MA
13748,25,27,Upton town,MA
13749,25,27,Uxbridge town,MA
13750,25,27,Warren town,MA
13751,25,27,Webster town,MA
13752,25,27,Westborough town,MA
13753,25,27,West Boylston town,MA
13754,25,27,West Brookfield town,MA
13755,25,27,Westminster town,MA
13756,25,27,Winchendon town,MA
13757,25,27,Worcester city,MA
13758,25,0,Agawam Town city,MA
13759,25,0,Amesbury Town city,MA
13760,25,0,Attleboro city,MA
13761,25,0,Barnstable Town city,MA
13762,25,0,Beverly city,MA
13763,25,0,Boston city,MA
13764,25,0,Braintree Town city,MA
13765,25,0,Bridgewater Town city,MA
13766,25,0,Brockton city,MA
13767,25,0,Cambridge city,MA
13768,25,0,Chelsea city,MA
13769,25,0,Chicopee city,MA
13770,25,0,Easthampton Town city,MA
13771,25,0,Everett city,MA
13772,25,0,Fall River city,MA
13773,25,0,Fitchburg city,MA
13774,25,0,Framingham city,MA
13775,25,0,Franklin Town city,MA
13776,25,0,Gardner city,MA
13777,25,0,Gloucester city,MA
13778,25,0,Greenfield Town city,MA
13779,25,0,Haverhill city,MA
13780,25,0,Holyoke city,MA
13781,25,0,Lawrence city,MA
13782,25,0,Leominster city,MA
13783,25,0,Lowell city,MA
13784,25,0,Lynn city,MA
13785,25,0,Malden city,MA
13786,25,0,Marlborough city,MA
13787,25,0,Medford city,MA
13788,25,0,Melrose city,MA
13789,25,0,Methuen Town city,MA
13790,25,0,New Bedford city,MA
13791,25,0,Newburyport city,MA
13792,25,0,Newton city,MA
13793,25,0,North Adams city,MA
13794,25,0,Northampton city,MA
13795,25,0,Palmer Town city,MA
13796,25,0,Peabody city,MA
13797,25,0,Pittsfield city,MA
13798,25,0,Quincy city,MA
13799,25,0,Randolph Town city,MA
13800,25,0,Revere city,MA
13801,25,0,Salem city,MA
13802,25,0,Somerville city,MA
13803,25,0,Southbridge Town city,MA
13804,25,0,Springfield city,MA
13805,25,0,Taunton city,MA
13806,25,0,Waltham city,MA
13807,25,0,Watertown Town city,MA
13808,25,0,Westfield city,MA
13809,25,0,West Springfield Town city,MA
13810,25,0,Weymouth Town city,MA
13811,25,0,Winthrop Town city,MA
13812,25,0,Woburn city,MA
13813,25,0,Worcester city,MA
13814,26,0,Michigan,MI
13815,26,1,Alcona County,MI
13816,26,3,Alger County,MI
13817,26,5,Allegan County,MI
13818,26,7,Alpena County,MI
13819,26,9,Antrim County,MI
13820,26,11,Arenac County,MI
13821,26,13,Baraga County,MI
13822,26,15,Barry County,MI
13823,26,17,Bay County,MI
13824,26,19,Benzie County,MI
13825,26,21,Berrien County,MI
13826,26,23,Branch County,MI
13827,26,25,Calhoun County,MI
13828,26,27,Cass County,MI
13829,26,29,Charlevoix County,MI
13830,26,31,Cheboygan County,MI
13831,26,33,Chippewa County,MI
13832,26,35,Clare County,MI
13833,26,37,Clinton County,MI
13834,26,39,Crawford County,MI
13835,26,41,Delta County,MI
13836,26,43,Dickinson County,MI
13837,26,45,Eaton County,MI
13838,26,47,Emmet County,MI
13839,26,49,Genesee County,MI
13840,26,51,Gladwin County,MI
13841,26,53,Gogebic County,MI
13842,26,55,Grand Traverse County,MI
13843,26,57,Gratiot County,MI
13844,26,59,Hillsdale County,MI
13845,26,61,Houghton County,MI
13846,26,63,Huron County,MI
13847,26,65,Ingham County,MI
13848,26,67,Ionia County,MI
13849,26,69,Iosco County,MI
13850,26,71,Iron County,MI
13851,26,73,Isabella County,MI
13852,26,75,Jackson County,MI
13853,26,77,Kalamazoo County,MI
13854,26,79,Kalkaska County,MI
13855,26,81,Kent County,MI
13856,26,83,Keweenaw County,MI
13857,26,85,Lake County,MI
13858,26,87,Lapeer County,MI
13859,26,89,Leelanau County,MI
13860,26,91,Lenawee County,MI
13861,26,93,Livingston County,MI
13862,26,95,Luce County,MI
13863,26,97,Mackinac County,MI
13864,26,99,Macomb County,MI
13865,26,101,Manistee County,MI
13866,26,103,Marquette County,MI
13867,26,105,Mason County,MI
13868,26,107,Mecosta County,MI
13869,26,109,Menominee County,MI
13870,26,111,Midland County,MI
13871,26,113,Missaukee County,MI
13872,26,115,Monroe County,MI
13873,26,117,Montcalm County,MI
13874,26,119,Montmorency County,MI
13875,26,121,Muskegon County,MI
13876,26,123,Newaygo County,MI
13877,26,125,Oakland County,MI
13878,26,127,Oceana County,MI
13879,26,129,Ogemaw County,MI
13880,26,131,Ontonagon County,MI
13881,26,133,Osceola County,MI
13882,26,135,Oscoda County,MI
13883,26,137,Otsego County,MI
13884,26,139,Ottawa County,MI
13885,26,141,Presque Isle County,MI
13886,26,143,Roscommon County,MI
13887,26,145,Saginaw County,MI
13888,26,147,St. Clair County,MI
13889,26,149,St. Joseph County,MI
13890,26,151,Sanilac County,MI
13891,26,153,Schoolcraft County,MI
13892,26,155,Shiawassee County,MI
13893,26,157,Tuscola County,MI
13894,26,159,Van Buren County,MI
13895,26,161,Washtenaw County,MI
13896,26,163,Wayne County,MI
13897,26,165,Wexford County,MI
13898,26,1,Alcona township,MI
13899,26,1,Caledonia township,MI
13900,26,1,Curtis township,MI
13901,26,1,Greenbush township,MI
13902,26,1,Gustin township,MI
13903,26,1,Harrisville city,MI
13904,26,1,Harrisville township,MI
13905,26,1,Hawes township,MI
13906,26,1,Haynes township,MI
13907,26,1,Mikado township,MI
13908,26,1,Millen township,MI
13909,26,1,Mitchell township,MI
13910,26,3,Au Train township,MI
13911,26,3,Burt township,MI
13912,26,3,Grand Island township,MI
13913,26,3,Limestone township,MI
13914,26,3,Mathias township,MI
13915,26,3,Munising city,MI
13916,26,3,Munising township,MI
13917,26,3,Onota township,MI
13918,26,3,Rock River township,MI
13919,26,5,Allegan city,MI
13920,26,5,Allegan township,MI
13921,26,5,Casco township,MI
13922,26,5,Cheshire township,MI
13923,26,5,Clyde township,MI
13924,26,5,Dorr township,MI
13925,26,5,Douglas city,MI
13926,26,5,Fennville city,MI
13927,26,5,Fillmore township,MI
13928,26,5,Ganges township,MI
13929,26,5,Gun Plain township,MI
13930,26,5,Heath township,MI
13931,26,5,Holland city,MI
13932,26,5,Hopkins township,MI
13933,26,5,Laketown township,MI
13934,26,5,Lee township,MI
13935,26,5,Leighton township,MI
13936,26,5,Manlius township,MI
13937,26,5,Martin township,MI
13938,26,5,Monterey township,MI
13939,26,5,Otsego city,MI
13940,26,5,Otsego township,MI
13941,26,5,Overisel township,MI
13942,26,5,Plainwell city,MI
13943,26,5,Salem township,MI
13944,26,5,Saugatuck city,MI
13945,26,5,Saugatuck township,MI
13946,26,5,South Haven city,MI
13947,26,5,Trowbridge township,MI
13948,26,5,Valley township,MI
13949,26,5,Watson township,MI
13950,26,5,Wayland city,MI
13951,26,5,Wayland township,MI
13952,26,7,Alpena city,MI
13953,26,7,Alpena township,MI
13954,26,7,Green township,MI
13955,26,7,Long Rapids township,MI
13956,26,7,Maple Ridge township,MI
13957,26,7,Ossineke township,MI
13958,26,7,Sanborn township,MI
13959,26,7,Wellington township,MI
13960,26,7,Wilson township,MI
13961,26,9,Banks township,MI
13962,26,9,Central Lake township,MI
13963,26,9,Chestonia township,MI
13964,26,9,Custer township,MI
13965,26,9,Echo township,MI
13966,26,9,Elk Rapids township,MI
13967,26,9,Forest Home township,MI
13968,26,9,Helena township,MI
13969,26,9,Jordan township,MI
13970,26,9,Kearney township,MI
13971,26,9,Mancelona township,MI
13972,26,9,Milton township,MI
13973,26,9,Star township,MI
13974,26,9,Torch Lake township,MI
13975,26,9,Warner township,MI
13976,26,11,Adams township,MI
13977,26,11,Arenac township,MI
13978,26,11,Au Gres city,MI
13979,26,11,Au Gres township,MI
13980,26,11,Clayton township,MI
13981,26,11,Deep River township,MI
13982,26,11,Lincoln township,MI
13983,26,11,Mason township,MI
13984,26,11,Moffatt township,MI
13985,26,11,Omer city,MI
13986,26,11,Sims township,MI
13987,26,11,Standish city,MI
13988,26,11,Standish township,MI
13989,26,11,Turner township,MI
13990,26,11,Whitney township,MI
13991,26,13,Arvon township,MI
13992,26,13,Baraga township,MI
13993,26,13,Covington township,MI
13994,26,13,L'Anse township,MI
13995,26,13,Spurr township,MI
13996,26,15,Assyria township,MI
13997,26,15,Baltimore township,MI
13998,26,15,Barry township,MI
13999,26,15,Carlton township,MI
14000,26,15,Castleton township,MI
14001,26,15,Hastings city,MI
14002,26,15,Hastings charter township,MI
14003,26,15,Hope township,MI
14004,26,15,Irving township,MI
14005,26,15,Johnstown township,MI
14006,26,15,Maple Grove township,MI
14007,26,15,Orangeville township,MI
14008,26,15,Prairieville township,MI
14009,26,15,Rutland charter township,MI
14010,26,15,Thornapple township,MI
14011,26,15,Woodland township,MI
14012,26,15,Yankee Springs township,MI
14013,26,17,Auburn city,MI
14014,26,17,Bangor charter township,MI
14015,26,17,Bay City city,MI
14016,26,17,Beaver township,MI
14017,26,17,Essexville city,MI
14018,26,17,Frankenlust township,MI
14019,26,17,Fraser township,MI
14020,26,17,Garfield township,MI
14021,26,17,Gibson township,MI
14022,26,17,Hampton charter township,MI
14023,26,17,Kawkawlin township,MI
14024,26,17,Merritt township,MI
14025,26,17,Midland city,MI
14026,26,17,Monitor charter township,MI
14027,26,17,Mount Forest township,MI
14028,26,17,Pinconning city,MI
14029,26,17,Pinconning township,MI
14030,26,17,Portsmouth charter township,MI
14031,26,17,Williams charter township,MI
14032,26,19,Almira township,MI
14033,26,19,Benzonia township,MI
14034,26,19,Blaine township,MI
14035,26,19,Colfax township,MI
14036,26,19,Crystal Lake township,MI
14037,26,19,Frankfort city,MI
14038,26,19,Gilmore township,MI
14039,26,19,Homestead township,MI
14040,26,19,Inland township,MI
14041,26,19,Joyfield township,MI
14042,26,19,Lake township,MI
14043,26,19,Platte township,MI
14044,26,19,Weldon township,MI
14045,26,21,Bainbridge township,MI
14046,26,21,Baroda township,MI
14047,26,21,Benton charter township,MI
14048,26,21,Benton Harbor city,MI
14049,26,21,Berrien township,MI
14050,26,21,Bertrand township,MI
14051,26,21,Bridgman city,MI
14052,26,21,Buchanan city,MI
14053,26,21,Buchanan township,MI
14054,26,21,Chikaming township,MI
14055,26,21,Coloma city,MI
14056,26,21,Coloma charter township,MI
14057,26,21,Galien township,MI
14058,26,21,Hagar township,MI
14059,26,21,Lake charter township,MI
14060,26,21,Lincoln charter township,MI
14061,26,21,New Buffalo city,MI
14062,26,21,New Buffalo township,MI
14063,26,21,Niles city,MI
14064,26,21,Niles township,MI
14065,26,21,Oronoko charter township,MI
14066,26,21,Pipestone township,MI
14067,26,21,Royalton township,MI
14068,26,21,St. Joseph city,MI
14069,26,21,St. Joseph charter township,MI
14070,26,21,Sodus township,MI
14071,26,21,Three Oaks township,MI
14072,26,21,Watervliet city,MI
14073,26,21,Watervliet township,MI
14074,26,21,Weesaw township,MI
14075,26,23,Algansee township,MI
14076,26,23,Batavia township,MI
14077,26,23,Bethel township,MI
14078,26,23,Bronson city,MI
14079,26,23,Bronson township,MI
14080,26,23,Butler township,MI
14081,26,23,California township,MI
14082,26,23,Coldwater city,MI
14083,26,23,Coldwater township,MI
14084,26,23,Gilead township,MI
14085,26,23,Girard township,MI
14086,26,23,Kinderhook township,MI
14087,26,23,Matteson township,MI
14088,26,23,Noble township,MI
14089,26,23,Ovid township,MI
14090,26,23,Quincy township,MI
14091,26,23,Sherwood township,MI
14092,26,23,Union township,MI
14093,26,25,Albion city,MI
14094,26,25,Albion township,MI
14095,26,25,Athens township,MI
14096,26,25,Battle Creek city,MI
14097,26,25,Bedford charter township,MI
14098,26,25,Burlington township,MI
14099,26,25,Clarence township,MI
14100,26,25,Clarendon township,MI
14101,26,25,Convis township,MI
14102,26,25,Eckford township,MI
14103,26,25,Emmett charter township,MI
14104,26,25,Fredonia township,MI
14105,26,25,Homer township,MI
14106,26,25,Lee township,MI
14107,26,25,Leroy township,MI
14108,26,25,Marengo township,MI
14109,26,25,Marshall city,MI
14110,26,25,Marshall township,MI
14111,26,25,Newton township,MI
14112,26,25,Pennfield charter township,MI
14113,26,25,Sheridan township,MI
14114,26,25,Springfield city,MI
14115,26,25,Tekonsha township,MI
14116,26,27,Calvin township,MI
14117,26,27,Dowagiac city,MI
14118,26,27,Howard township,MI
14119,26,27,Jefferson township,MI
14120,26,27,LaGrange township,MI
14121,26,27,Marcellus township,MI
14122,26,27,Mason township,MI
14123,26,27,Milton township,MI
14124,26,27,Newberg township,MI
14125,26,27,Niles city,MI
14126,26,27,Ontwa township,MI
14127,26,27,Penn township,MI
14128,26,27,Pokagon township,MI
14129,26,27,Porter township,MI
14130,26,27,Silver Creek township,MI
14131,26,27,Volinia township,MI
14132,26,27,Wayne township,MI
14133,26,29,Bay township,MI
