,state code,county code,area,state abbv
27390,38,73,Bale township,ND
27391,38,73,Big Bend township,ND
27392,38,73,Casey township,ND
27393,38,73,Coburn township,ND
27394,38,73,Elliott city,ND
27395,38,73,Elliott township,ND
27396,38,73,Enderlin city,ND
27397,38,73,Fort Ransom city,ND
27398,38,73,Fort Ransom township,ND
27399,38,73,Greene township,ND
27400,38,73,Hanson township,ND
27401,38,73,Island Park township,ND
27402,38,73,Isley township,ND
27403,38,73,Liberty township,ND
27404,38,73,Lisbon city,ND
27405,38,73,Moore township,ND
27406,38,73,Northland township,ND
27407,38,73,Owego township,ND
27408,38,73,Preston township,ND
27409,38,73,Rosemeade township,ND
27410,38,73,Sandoun township,ND
27411,38,73,Scoville township,ND
27412,38,73,Sheldon city,ND
27413,38,73,Shenford township,ND
27414,38,73,Springer township,ND
27415,38,73,Sydna township,ND
27416,38,73,Tuller township,ND
27417,38,75,Brandon township,ND
27418,38,75,Callahan township,ND
27419,38,75,Clay township,ND
27420,38,75,Colquhoun township,ND
27421,38,75,Eden Valley township,ND
27422,38,75,Ensign township,ND
27423,38,75,Fairbanks township,ND
27424,38,75,Glenburn city,ND
27425,38,75,Grano city,ND
27426,38,75,Grassland township,ND
27427,38,75,Grover township,ND
27428,38,75,Hamerly township,ND
27429,38,75,Hamlet township,ND
27430,38,75,Hurley township,ND
27431,38,75,Ivanhoe township,ND
27432,38,75,Lockwood township,ND
27433,38,75,Loraine city,ND
27434,38,75,McKinney township,ND
27435,38,75,Mohall city,ND
27436,38,75,Muskego township,ND
27437,38,75,Plain township,ND
27438,38,75,Prescott township,ND
27439,38,75,Prosperity township,ND
27440,38,75,Rockford township,ND
27441,38,75,Roosevelt township,ND
27442,38,75,Sherwood city,ND
27443,38,75,Stafford township,ND
27444,38,75,Tolley city,ND
27445,38,75,Van Buren township,ND
27446,38,75,White Ash township,ND
27447,38,77,Abercrombie city,ND
27448,38,77,Abercrombie township,ND
27449,38,77,Antelope township,ND
27450,38,77,Barney city,ND
27451,38,77,Barney township,ND
27452,38,77,Barrie township,ND
27453,38,77,Belford township,ND
27454,38,77,Brandenburg township,ND
27455,38,77,Brightwood township,ND
27456,38,77,Center township,ND
27457,38,77,Christine city,ND
27458,38,77,Colfax city,ND
27459,38,77,Colfax township,ND
27460,38,77,Danton township,ND
27461,38,77,Devillo township,ND
27462,38,77,Dexter township,ND
27463,38,77,Duerr township,ND
27464,38,77,Dwight city,ND
27465,38,77,Dwight township,ND
27466,38,77,Eagle township,ND
27467,38,77,Elma township,ND
27468,38,77,Fairmount city,ND
27469,38,77,Fairmount township,ND
27470,38,77,Freeman township,ND
27471,38,77,Garborg township,ND
27472,38,77,Grant township,ND
27473,38,77,Great Bend city,ND
27474,38,77,Greendale township,ND
27475,38,77,Hankinson city,ND
27476,38,77,Helendale township,ND
27477,38,77,Homestead township,ND
27478,38,77,Ibsen township,ND
27479,38,77,LaMars township,ND
27480,38,77,Liberty Grove township,ND
27481,38,77,Lidgerwood city,ND
27482,38,77,Mantador city,ND
27483,38,77,Mooreton city,ND
27484,38,77,Mooreton township,ND
27485,38,77,Moran township,ND
27486,38,77,Nansen township,ND
27487,38,77,Sheyenne township,ND
27488,38,77,Summit township,ND
27489,38,77,Viking township,ND
27490,38,77,Wahpeton city,ND
27491,38,77,Walcott city,ND
27492,38,77,Walcott township,ND
27493,38,77,Waldo township,ND
27494,38,77,West End township,ND
27495,38,77,Wyndmere city,ND
27496,38,77,Wyndmere township,ND
27497,38,79,Dunseith city,ND
27498,38,79,East Rolette UT,ND
27499,38,79,Kohlmeier township,ND
27500,38,79,Mylo city,ND
27501,38,79,North Rolette UT,ND
27502,38,79,Rolette city,ND
27503,38,79,Rolla city,ND
27504,38,79,St. John city,ND
27505,38,79,Shell Valley township,ND
27506,38,79,South Rolette UT,ND
27507,38,79,South Valley township,ND
27508,38,79,Turtle Mountain UT,ND
27509,38,81,Bowen township,ND
27510,38,81,Brampton township,ND
27511,38,81,Cayuga city,ND
27512,38,81,Cogswell city,ND
27513,38,81,Denver township,ND
27514,38,81,Dunbar township,ND
27515,38,81,Forman city,ND
27516,38,81,Forman township,ND
27517,38,81,Gwinner city,ND
27518,38,81,Hall township,ND
27519,38,81,Harlem township,ND
27520,38,81,Havana city,ND
27521,38,81,Herman township,ND
27522,38,81,Jackson township,ND
27523,38,81,Kingston township,ND
27524,38,81,Marboe township,ND
27525,38,81,Milnor city,ND
27526,38,81,Milnor township,ND
27527,38,81,Ransom township,ND
27528,38,81,Rutland city,ND
27529,38,81,Rutland township,ND
27530,38,81,Sargent township,ND
27531,38,81,Shuman township,ND
27532,38,81,Southwest township,ND
27533,38,81,Taylor township,ND
27534,38,81,Tewaukon township,ND
27535,38,81,Verner township,ND
27536,38,81,Vivian township,ND
27537,38,81,Weber township,ND
27538,38,81,Whitestone Hill township,ND
27539,38,81,Willey township,ND
27540,38,83,Berlin township,ND
27541,38,83,Boone township,ND
27542,38,83,Denhoff township,ND
27543,38,83,Edgemont township,ND
27544,38,83,Fairview township,ND
27545,38,83,Goodrich city,ND
27546,38,83,Highland township,ND
27547,38,83,Lincoln Dale township,ND
27548,38,83,McClusky city,ND
27549,38,83,McClusky township,ND
27550,38,83,Martin city,ND
27551,38,83,Martin township,ND
27552,38,83,Mauch township,ND
27553,38,83,North Sheridan UT,ND
27554,38,83,Prophets township,ND
27555,38,83,Rosenfield township,ND
27556,38,83,South Sheridan UT,ND
27557,38,83,Sperry/Goodrich township,ND
27558,38,83,Strassburg township,ND
27559,38,85,Fort Yates city,ND
27560,38,85,Fort Yates UT,ND
27561,38,85,Menz township,ND
27562,38,85,North Sioux UT,ND
27563,38,85,Selfridge city,ND
27564,38,85,Solen city,ND
27565,38,85,Southwest Sioux UT,ND
27566,38,87,Amidon city,ND
27567,38,87,Bucklin township,ND
27568,38,87,Carroll township,ND
27569,38,87,Cash township,ND
27570,38,87,Cedar Creek township,ND
27571,38,87,Central Slope UT,ND
27572,38,87,Connor township,ND
27573,38,87,Crawford township,ND
27574,38,87,Deep Creek UT,ND
27575,38,87,Harper township,ND
27576,38,87,Hughes township,ND
27577,38,87,Hume township,ND
27578,38,87,Marmarth city,ND
27579,38,87,Mineral Springs township,ND
27580,38,87,Moord township,ND
27581,38,87,Mound township,ND
27582,38,87,Northeast Slope UT,ND
27583,38,87,Northwest Slope UT,ND
27584,38,87,Peaceful Valley township,ND
27585,38,87,Rainy Butte township,ND
27586,38,87,Richland Center township,ND
27587,38,87,Sand Creek township,ND
27588,38,87,Sheets township,ND
27589,38,87,West Slope UT,ND
27590,38,87,White Lake township,ND
27591,38,87,Woodberry township,ND
27592,38,91,Beaver Creek township,ND
27593,38,91,Broadlawn township,ND
27594,38,91,Carpenter township,ND
27595,38,91,Colgate township,ND
27596,38,91,Easton township,ND
27597,38,91,Edendale township,ND
27598,38,91,Enger township,ND
27599,38,91,Finley city,ND
27600,38,91,Finley township,ND
27601,38,91,Franklin township,ND
27602,38,91,Golden Lake township,ND
27603,38,91,Greenview township,ND
27604,38,91,Hope city,ND
27605,38,91,Hugo township,ND
27606,38,91,Luverne city,ND
27607,38,91,Melrose township,ND
27608,38,91,Newburgh township,ND
27609,38,91,Primrose township,ND
27610,38,91,Riverside township,ND
27611,38,91,Sharon city,ND
27612,38,91,Sharon township,ND
27613,38,91,Sherbrooke township,ND
27614,38,91,Westfield township,ND
27615,38,91,Willow Lake township,ND
27616,38,93,Alexander township,ND
27617,38,93,Ashland township,ND
27618,38,93,Bloom township,ND
27619,38,93,Bloomenfield township,ND
27620,38,93,Buchanan city,ND
27621,38,93,Buchanan township,ND
27622,38,93,Chase Lake UT,ND
27623,38,93,Chicago township,ND
27624,38,93,Cleveland city,ND
27625,38,93,Conklin township,ND
27626,38,93,Corinne township,ND
27627,38,93,Corwin township,ND
27628,38,93,Courtenay city,ND
27629,38,93,Courtenay township,ND
27630,38,93,Cusator township,ND
27631,38,93,Deer Lake township,ND
27632,38,93,Durham township,ND
27633,38,93,Edmunds township,ND
27634,38,93,Eldridge township,ND
27635,38,93,Flint township,ND
27636,38,93,Fried township,ND
27637,38,93,Gerber township,ND
27638,38,93,Germania township,ND
27639,38,93,Glacier township,ND
27640,38,93,Gray township,ND
27641,38,93,Griffin township,ND
27642,38,93,Hidden township,ND
27643,38,93,Homer township,ND
27644,38,93,Iosco township,ND
27645,38,93,Jamestown city,ND
27646,38,93,Jim River Valley township,ND
27647,38,93,Kensal city,ND
27648,38,93,Kensal township,ND
27649,38,93,Lenton township,ND
27650,38,93,Lippert township,ND
27651,38,93,Lowery township,ND
27652,38,93,Lyon township,ND
27653,38,93,Manns township,ND
27654,38,93,Marstonmoor township,ND
27655,38,93,Medina city,ND
27656,38,93,Midway township,ND
27657,38,93,Montpelier city,ND
27658,38,93,Montpelier township,ND
27659,38,93,Moon Lake township,ND
27660,38,93,Newbury township,ND
27661,38,93,Nogosek township,ND
27662,38,93,Northwest Stutsman UT,ND
27663,38,93,Paris township,ND
27664,38,93,Peterson township,ND
27665,38,93,Pingree city,ND
27666,38,93,Pingree township,ND
27667,38,93,Pipestem Valley township,ND
27668,38,93,Plainview township,ND
27669,38,93,Rose township,ND
27670,38,93,Round Top township,ND
27671,38,93,St. Paul township,ND
27672,38,93,Severn township,ND
27673,38,93,Sharlow township,ND
27674,38,93,Sinclair township,ND
27675,38,93,Spiritwood township,ND
27676,38,93,Spiritwood Lake city,ND
27677,38,93,Stirton township,ND
27678,38,93,Streeter city,ND
27679,38,93,Streeter township,ND
27680,38,93,Strong township,ND
27681,38,93,Sydney township,ND
27682,38,93,Valley Spring township,ND
27683,38,93,Wadsworth township,ND
27684,38,93,Walters township,ND
27685,38,93,Weld township,ND
27686,38,93,Windsor township,ND
27687,38,93,Winfield township,ND
27688,38,93,Woodbury township,ND
27689,38,93,Woodworth city,ND
27690,38,93,Ypsilanti township,ND
27691,38,95,Armourdale township,ND
27692,38,95,Atkins township,ND
27693,38,95,Bethel township,ND
27694,38,95,Bisbee city,ND
27695,38,95,Cando city,ND
27696,38,95,Cando township,ND
27697,38,95,Coolin township,ND
27698,38,95,Crocus township,ND
27699,38,95,Dash township,ND
27700,38,95,Egeland city,ND
27701,38,95,Gerrard township,ND
27702,38,95,Grainfield township,ND
27703,38,95,Hansboro city,ND
27704,38,95,Howell township,ND
27705,38,95,Lansing township,ND
27706,38,95,Maza township,ND
27707,38,95,Monroe township,ND
27708,38,95,Mount View township,ND
27709,38,95,New City township,ND
27710,38,95,Olson township,ND
27711,38,95,Paulson township,ND
27712,38,95,Perth city,ND
27713,38,95,Picton township,ND
27714,38,95,Rocklake city,ND
27715,38,95,Rock Lake township,ND
27716,38,95,Sarles city,ND
27717,38,95,Sidney township,ND
27718,38,95,Smith township,ND
27719,38,95,Sorenson township,ND
27720,38,95,Springfield township,ND
27721,38,95,Teddy township,ND
27722,38,95,Twin Hill township,ND
27723,38,95,Victor township,ND
27724,38,95,Virginia township,ND
27725,38,95,Zion township,ND
27726,38,97,Belmont township,ND
27727,38,97,Bingham township,ND
27728,38,97,Blanchard township,ND
27729,38,97,Bloomfield township,ND
27730,38,97,Bohnsack township,ND
27731,38,97,Buxton city,ND
27732,38,97,Buxton township,ND
27733,38,97,Caledonia township,ND
27734,38,97,Clifford city,ND
27735,38,97,Eldorado township,ND
27736,38,97,Elm River township,ND
27737,38,97,Ervin township,ND
27738,38,97,Galesburg city,ND
27739,38,97,Galesburg township,ND
27740,38,97,Garfield township,ND
27741,38,97,Grandin city,ND
27742,38,97,Greenfield township,ND
27743,38,97,Hatton city,ND
27744,38,97,Herberg township,ND
27745,38,97,Hillsboro city,ND
27746,38,97,Hillsboro township,ND
27747,38,97,Kelso township,ND
27748,38,97,Lindaas township,ND
27749,38,97,Mayville city,ND
27750,38,97,Mayville township,ND
27751,38,97,Morgan township,ND
27752,38,97,Norman township,ND
27753,38,97,Norway township,ND
27754,38,97,Portland city,ND
27755,38,97,Reynolds city,ND
27756,38,97,Roseville township,ND
27757,38,97,Stavanger township,ND
27758,38,97,Viking township,ND
27759,38,97,Wold township,ND
27760,38,99,Acton township,ND
27761,38,99,Adams city,ND
27762,38,99,Adams township,ND
27763,38,99,Ardoch city,ND
27764,38,99,Ardoch township,ND
27765,38,99,Cleveland township,ND
27766,38,99,Conway city,ND
27767,38,99,Dewey township,ND
27768,38,99,Dundee township,ND
27769,38,99,Eden township,ND
27770,38,99,Edinburg city,ND
27771,38,99,Fairdale city,ND
27772,38,99,Farmington township,ND
27773,38,99,Fertile township,ND
27774,38,99,Fordville city,ND
27775,38,99,Forest River city,ND
27776,38,99,Forest River township,ND
27777,38,99,Glenwood township,ND
27778,38,99,Golden township,ND
27779,38,99,Grafton city,ND
27780,38,99,Grafton township,ND
27781,38,99,Harriston township,ND
27782,38,99,Hoople city,ND
27783,38,99,Kensington township,ND
27784,38,99,Kinloss township,ND
27785,38,99,Lampton township,ND
27786,38,99,Lankin city,ND
27787,38,99,Latona township,ND
27788,38,99,Martin township,ND
27789,38,99,Medford township,ND
27790,38,99,Minto city,ND
27791,38,99,Norton township,ND
27792,38,99,Oakwood township,ND
27793,38,99,Ops township,ND
27794,38,99,Park River city,ND
27795,38,99,Perth township,ND
27796,38,99,Pisek city,ND
27797,38,99,Prairie Centre township,ND
27798,38,99,Pulaski township,ND
27799,38,99,Rushford township,ND
27800,38,99,St. Andrews township,ND
27801,38,99,Sauter township,ND
27802,38,99,Shepherd township,ND
27803,38,99,Silvesta township,ND
27804,38,99,Tiber township,ND
27805,38,99,Vernon township,ND
27806,38,99,Vesta township,ND
27807,38,99,Walsh Centre township,ND
27808,38,99,Walshville township,ND
27809,38,101,Afton township,ND
27810,38,101,Anna township,ND
27811,38,101,Baden township,ND
27812,38,101,Berthold city,ND
27813,38,101,Berthold township,ND
27814,38,101,Brillian township,ND
27815,38,101,Burlington city,ND
27816,38,101,Burlington township,ND
27817,38,101,Burt township,ND
27818,38,101,Cameron township,ND
27819,38,101,Carbondale township,ND
27820,38,101,Carpio city,ND
27821,38,101,Carpio township,ND
27822,38,101,Denmark township,ND
27823,38,101,Des Lacs city,ND
27824,38,101,Des Lacs township,ND
27825,38,101,Donnybrook city,ND
27826,38,101,Douglas city,ND
27827,38,101,Elmdale township,ND
27828,38,101,Eureka township,ND
27829,38,101,Evergreen township,ND
27830,38,101,Foxholm township,ND
27831,38,101,Freedom township,ND
27832,38,101,Gasman township,ND
27833,38,101,Greely township,ND
27834,38,101,Greenbush township,ND
27835,38,101,Harrison township,ND
27836,38,101,Hiddenwood township,ND
27837,38,101,Hilton township,ND
27838,38,101,Iota Flat township,ND
27839,38,101,Kenmare city,ND
27840,38,101,Kenmare township,ND
27841,38,101,Kirkelie township,ND
27842,38,101,Linton township,ND
27843,38,101,Lund township,ND
27844,38,101,McKinley township,ND
27845,38,101,Makoti city,ND
27846,38,101,Mandan township,ND
27847,38,101,Margaret township,ND
27848,38,101,Maryland township,ND
27849,38,101,Mayland township,ND
27850,38,101,Minot city,ND
27851,38,101,Nedrose township,ND
27852,38,101,Newman township,ND
27853,38,101,New Prairie township,ND
27854,38,101,Orlien township,ND
27855,38,101,Passport township,ND
27856,38,101,Ree township,ND
27857,38,101,Rice Lake township,ND
27858,38,101,Rolling Green township,ND
27859,38,101,Rushville township,ND
27860,38,101,Ryder city,ND
27861,38,101,Ryder township,ND
27862,38,101,St. Marys township,ND
27863,38,101,Sauk Prairie township,ND
27864,38,101,Sawyer city,ND
27865,38,101,Sawyer township,ND
27866,38,101,Shealy township,ND
27867,38,101,Spencer township,ND
27868,38,101,Spring Lake township,ND
27869,38,101,Sundre township,ND
27870,38,101,Surrey city,ND
27871,38,101,Surrey township,ND
27872,38,101,Tatman township,ND
27873,38,101,Tolgen township,ND
27874,38,101,Torning township,ND
27875,38,101,Vang township,ND
27876,38,101,Waterford township,ND
27877,38,101,Willis township,ND
27878,38,103,Berlin township,ND
27879,38,103,Bilodeau township,ND
27880,38,103,Bowdon city,ND
27881,38,103,Bremen township,ND
27882,38,103,Bull Moose township,ND
27883,38,103,Cathay city,ND
27884,38,103,Cathay township,ND
27885,38,103,Chaseley township,ND
27886,38,103,Crystal Lake township,ND
27887,38,103,Delger township,ND
27888,38,103,Fairville township,ND
27889,38,103,Fessenden city,ND
27890,38,103,Forward township,ND
27891,38,103,Fram township,ND
27892,38,103,Germantown township,ND
27893,38,103,Haaland township,ND
27894,38,103,Hamberg city,ND
27895,38,103,Hamburg township,ND
27896,38,103,Harvey city,ND
27897,38,103,Hawksnest township,ND
27898,38,103,Heimdal township,ND
27899,38,103,Hillsdale township,ND
27900,38,103,Hurdsfield city,ND
27901,38,103,Johnson township,ND
27902,38,103,Lynn township,ND
27903,38,103,Manfred township,ND
27904,38,103,Norway Lake township,ND
27905,38,103,Oshkosh township,ND
27906,38,103,Pony Gulch township,ND
27907,38,103,Progress township,ND
27908,38,103,Rusland township,ND
27909,38,103,St. Anna township,ND
27910,38,103,Silver Lake township,ND
27911,38,103,South Cottonwood township,ND
27912,38,103,Speedwell township,ND
27913,38,103,Sykeston city,ND
27914,38,103,Sykeston township,ND
27915,38,103,Valhalla township,ND
27916,38,103,Wells township,ND
27917,38,103,Western township,ND
27918,38,103,West Norway township,ND
27919,38,103,West Ontario township,ND
27920,38,103,Woodward township,ND
27921,38,105,Alamo city,ND
27922,38,105,Athens township,ND
27923,38,105,Barr Butte township,ND
27924,38,105,Big Meadow township,ND
27925,38,105,Big Stone township,ND
27926,38,105,Blacktail township,ND
27927,38,105,Blue Ridge township,ND
27928,38,105,Bonetraill township,ND
27929,38,105,Brooklyn township,ND
27930,38,105,Buford township,ND
27931,38,105,Bull Butte township,ND
27932,38,105,Champion township,ND
27933,38,105,Climax township,ND
27934,38,105,Cow Creek UT,ND
27935,38,105,Dry Fork township,ND
27936,38,105,Dublin township,ND
27937,38,105,East Fork township,ND
27938,38,105,Ellisville township,ND
27939,38,105,Epping city,ND
27940,38,105,Equality township,ND
27941,38,105,Farmvale township,ND
27942,38,105,Golden Valley township,ND
27943,38,105,Good Luck township,ND
27944,38,105,Grenora city,ND
27945,38,105,Grenora township,ND
27946,38,105,Hardscrabble township,ND
27947,38,105,Hazel township,ND
27948,38,105,Hebron township,ND
27949,38,105,Judson township,ND
27950,38,105,Lindahl township,ND
27951,38,105,Marshall township,ND
27952,38,105,Missouri Ridge township,ND
27953,38,105,Mont township,ND
27954,38,105,New Home township,ND
27955,38,105,Oliver township,ND
27956,38,105,Orthell township,ND
27957,38,105,Pherrin township,ND
27958,38,105,Pleasant Valley township,ND
27959,38,105,Rainbow township,ND
27960,38,105,Ray city,ND
27961,38,105,Rock Island township,ND
27962,38,105,Round Prairie township,ND
27963,38,105,Sauk Valley township,ND
27964,38,105,Scorio township,ND
27965,38,105,Southeast Williams UT,ND
27966,38,105,South Meadow township,ND
27967,38,105,Springbrook city,ND
27968,38,105,Springbrook township,ND
27969,38,105,Stony Creek township,ND
27970,38,105,Strandahl township,ND
27971,38,105,Tioga city,ND
27972,38,105,Tioga township,ND
27973,38,105,Trenton township,ND
27974,38,105,Truax township,ND
27975,38,105,Twelve Mile township,ND
27976,38,105,Tyrone township,ND
27977,38,105,View township,ND
27978,38,105,West Bank township,ND
27979,38,105,Wheelock township,ND
27980,38,105,Wildrose city,ND
27981,38,105,Williston city,ND
27982,38,105,Williston township,ND
27983,38,105,Winner township,ND
27984,38,0,Abercrombie city,ND
27985,38,0,Adams city,ND
27986,38,0,Alamo city,ND
27987,38,0,Alexander city,ND
27988,38,0,Alice city,ND
27989,38,0,Almont city,ND
27990,38,0,Alsen city,ND
27991,38,0,Ambrose city,ND
27992,38,0,Amenia city,ND
27993,38,0,Amidon city,ND
27994,38,0,Anamoose city,ND
27995,38,0,Aneta city,ND
27996,38,0,Antler city,ND
27997,38,0,Ardoch city,ND
27998,38,0,Argusville city,ND
27999,38,0,Arnegard city,ND
28000,38,0,Arthur city,ND
28001,38,0,Ashley city,ND
28002,38,0,Ayr city,ND
28003,38,0,Balfour city,ND
28004,38,0,Balta city,ND
28005,38,0,Bantry city,ND
28006,38,0,Barney city,ND
28007,38,0,Bathgate city,ND
28008,38,0,Beach city,ND
28009,38,0,Belfield city,ND
28010,38,0,Benedict city,ND
28011,38,0,Bergen city,ND
28012,38,0,Berlin city,ND
28013,38,0,Berthold city,ND
28014,38,0,Beulah city,ND
28015,38,0,Binford city,ND
28016,38,0,Bisbee city,ND
28017,38,0,Bismarck city,ND
28018,38,0,Bottineau city,ND
28019,38,0,Bowbells city,ND
28020,38,0,Bowdon city,ND
28021,38,0,Bowman city,ND
28022,38,0,Braddock city,ND
28023,38,0,Briarwood city,ND
28024,38,0,Brinsmade city,ND
28025,38,0,Brocket city,ND
28026,38,0,Buchanan city,ND
28027,38,0,Bucyrus city,ND
28028,38,0,Buffalo city,ND
28029,38,0,Burlington city,ND
28030,38,0,Butte city,ND
28031,38,0,Buxton city,ND
28032,38,0,Calio city,ND
28033,38,0,Calvin city,ND
28034,38,0,Cando city,ND
28035,38,0,Canton City (Hensel) city,ND
28036,38,0,Carpio city,ND
28037,38,0,Carrington city,ND
28038,38,0,Carson city,ND
28039,38,0,Casselton city,ND
28040,38,0,Cathay city,ND
28041,38,0,Cavalier city,ND
28042,38,0,Cayuga city,ND
28043,38,0,Center city,ND
28044,38,0,Christine city,ND
28045,38,0,Churchs Ferry city,ND
28046,38,0,Cleveland city,ND
28047,38,0,Clifford city,ND
28048,38,0,Cogswell city,ND
28049,38,0,Coleharbor city,ND
28050,38,0,Colfax city,ND
28051,38,0,Columbus city,ND
28052,38,0,Conway city,ND
28053,38,0,Cooperstown city,ND
28054,38,0,Courtenay city,ND
28055,38,0,Crary city,ND
28056,38,0,Crosby city,ND
28057,38,0,Crystal city,ND
28058,38,0,Davenport city,ND
28059,38,0,Dawson city,ND
28060,38,0,Dazey city,ND
28061,38,0,Deering city,ND
28062,38,0,Des Lacs city,ND
28063,38,0,Devils Lake city,ND
28064,38,0,Dickey city,ND
28065,38,0,Dickinson city,ND
28066,38,0,Dodge city,ND
28067,38,0,Donnybrook city,ND
28068,38,0,Douglas city,ND
28069,38,0,Drake city,ND
28070,38,0,Drayton city,ND
28071,38,0,Dunn Center city,ND
28072,38,0,Dunseith city,ND
28073,38,0,Dwight city,ND
28074,38,0,Edgeley city,ND
28075,38,0,Edinburg city,ND
28076,38,0,Edmore city,ND
28077,38,0,Egeland city,ND
28078,38,0,Elgin city,ND
28079,38,0,Ellendale city,ND
28080,38,0,Elliott city,ND
28081,38,0,Emerado city,ND
28082,38,0,Enderlin city,ND
28083,38,0,Epping city,ND
28084,38,0,Esmond city,ND
28085,38,0,Fairdale city,ND
28086,38,0,Fairmount city,ND
28087,38,0,Fargo city,ND
28088,38,0,Fessenden city,ND
28089,38,0,Fingal city,ND
28090,38,0,Finley city,ND
28091,38,0,Flasher city,ND
28092,38,0,Flaxton city,ND
28093,38,0,Forbes city,ND
28094,38,0,Fordville city,ND
28095,38,0,Forest River city,ND
28096,38,0,Forman city,ND
28097,38,0,Fort Ransom city,ND
28098,38,0,Fortuna city,ND
28099,38,0,Fort Yates city,ND
28100,38,0,Fredonia city,ND
28101,38,0,Frontier city,ND
28102,38,0,Fullerton city,ND
28103,38,0,Gackle city,ND
28104,38,0,Galesburg city,ND
28105,38,0,Gardena city,ND
28106,38,0,Gardner city,ND
28107,38,0,Garrison city,ND
28108,38,0,Gascoyne city,ND
28109,38,0,Gilby city,ND
28110,38,0,Gladstone city,ND
28111,38,0,Glenburn city,ND
28112,38,0,Glenfield city,ND
28113,38,0,Glen Ullin city,ND
28114,38,0,Golden Valley city,ND
28115,38,0,Golva city,ND
28116,38,0,Goodrich city,ND
28117,38,0,Grace City city,ND
28118,38,0,Grafton city,ND
28119,38,0,Grand Forks city,ND
28120,38,0,Grandin city,ND
28121,38,0,Grano city,ND
28122,38,0,Granville city,ND
28123,38,0,Great Bend city,ND
28124,38,0,Grenora city,ND
28125,38,0,Gwinner city,ND
28126,38,0,Hague city,ND
28127,38,0,Halliday city,ND
28128,38,0,Hamberg city,ND
28129,38,0,Hamilton city,ND
28130,38,0,Hampden city,ND
28131,38,0,Hankinson city,ND
28132,38,0,Hannaford city,ND
28133,38,0,Hannah city,ND
28134,38,0,Hansboro city,ND
28135,38,0,Harvey city,ND
28136,38,0,Harwood city,ND
28137,38,0,Hatton city,ND
28138,38,0,Havana city,ND
28139,38,0,Haynes city,ND
28140,38,0,Hazelton city,ND
28141,38,0,Hazen city,ND
28142,38,0,Hebron city,ND
28143,38,0,Hettinger city,ND
28144,38,0,Hillsboro city,ND
28145,38,0,Hoople city,ND
28146,38,0,Hope city,ND
28147,38,0,Horace city,ND
28148,38,0,Hunter city,ND
28149,38,0,Hurdsfield city,ND
28150,38,0,Inkster city,ND
28151,38,0,Jamestown city,ND
28152,38,0,Jud city,ND
28153,38,0,Karlsruhe city,ND
28154,38,0,Kathryn city,ND
28155,38,0,Kenmare city,ND
28156,38,0,Kensal city,ND
28157,38,0,Kief city,ND
28158,38,0,Killdeer city,ND
28159,38,0,Kindred city,ND
28160,38,0,Knox city,ND
28161,38,0,Kramer city,ND
28162,38,0,Kulm city,ND
28163,38,0,Lakota city,ND
28164,38,0,LaMoure city,ND
28165,38,0,Landa city,ND
28166,38,0,Langdon city,ND
28167,38,0,Lankin city,ND
28168,38,0,Lansford city,ND
28169,38,0,Larimore city,ND
28170,38,0,Lawton city,ND
28171,38,0,Leal city,ND
28172,38,0,Leeds city,ND
28173,38,0,Lehr city,ND
28174,38,0,Leith city,ND
28175,38,0,Leonard city,ND
28176,38,0,Lidgerwood city,ND
28177,38,0,Lignite city,ND
28178,38,0,Lincoln city,ND
28179,38,0,Linton city,ND
28180,38,0,Lisbon city,ND
28181,38,0,Litchville city,ND
28182,38,0,Loma city,ND
28183,38,0,Loraine city,ND
28184,38,0,Ludden city,ND
28185,38,0,Luverne city,ND
28186,38,0,McClusky city,ND
28187,38,0,McHenry city,ND
28188,38,0,McVille city,ND
28189,38,0,Maddock city,ND
28190,38,0,Makoti city,ND
28191,38,0,Mandan city,ND
28192,38,0,Mantador city,ND
28193,38,0,Manvel city,ND
28194,38,0,Mapleton city,ND
28195,38,0,Marion city,ND
28196,38,0,Marmarth city,ND
28197,38,0,Martin city,ND
28198,38,0,Max city,ND
28199,38,0,Maxbass city,ND
28200,38,0,Mayville city,ND
28201,38,0,Medina city,ND
28202,38,0,Medora city,ND
28203,38,0,Mercer city,ND
28204,38,0,Michigan City city,ND
28205,38,0,Milnor city,ND
28206,38,0,Milton city,ND
28207,38,0,Minnewaukan city,ND
28208,38,0,Minot city,ND
28209,38,0,Minto city,ND
28210,38,0,Mohall city,ND
28211,38,0,Monango city,ND
28212,38,0,Montpelier city,ND
28213,38,0,Mooreton city,ND
28214,38,0,Mott city,ND
28215,38,0,Mountain city,ND
28216,38,0,Munich city,ND
28217,38,0,Mylo city,ND
28218,38,0,Napoleon city,ND
28219,38,0,Neche city,ND
28220,38,0,Nekoma city,ND
28221,38,0,Newburg city,ND
28222,38,0,New England city,ND
28223,38,0,New Leipzig city,ND
28224,38,0,New Rockford city,ND
28225,38,0,New Salem city,ND
28226,38,0,New Town city,ND
28227,38,0,Niagara city,ND
28228,38,0,Nome city,ND
28229,38,0,Noonan city,ND
28230,38,0,North River city,ND
28231,38,0,Northwood city,ND
28232,38,0,Oakes city,ND
28233,38,0,Oberon city,ND
28234,38,0,Oriska city,ND
28235,38,0,Osnabrock city,ND
28236,38,0,Overly city,ND
28237,38,0,Oxbow city,ND
28238,38,0,Page city,ND
28239,38,0,Palermo city,ND
28240,38,0,Park River city,ND
28241,38,0,Parshall city,ND
28242,38,0,Pekin city,ND
